affiliation_id,affiliation_name
2111,Barcelona Supercomputing Center
2112,"Associate Clinical Professor, UCSF"
2113,"Regional Centre for Biotechnology, Faridabad"
2114,The Walter and Eliza Hall Institute of Medical Research
2115,UTEM
2116,"University lecturer, University of Jyväskylä"
2117,HUST
2118,"Professor, University of Southern California"
2119,"Professor in Physics, Hong Kong University of Science and Technology"
2120,Rand
2121,University of perugia
2122,George Mason University
2123,Università degli Studi di Bergamo
2124,University of South Dakota
2125,PhD in Computer Sciences
2126,"Professor of chemistry, Payame Noor university"
2127,ИГМ СО РАН
2128,"Research Scientist, Element AI"
2129,"Department of Informatics, Nicolaus Copernicus University, Torun, Poland"
2130,EDF  IPVF
2131,Professor Universidade de São Paulo
2132,"Professor of Molecular Brain Imaging, Amsterdam University Medical Center"
2133,"Computational Mathematician, Lawrence Livermore National Laboratory"
2134,CatSci Ltd.
2135,"CUBRIC, Cardiff University"
2136,PROFESOR TITULAR VISITANTE DE LA UNIVERSIDAD CARLOS III DE MADRID
2137,independent scholar
2138,Professore di Statistica Medica
2139,"University of California, Los Angeles"
2140,"Environment Department, Government of Flanders"
2141,"Chairman, Department of Biochemistry, St. Jude Children's Research Hospital"
2142,"Associate Professor of Strategy, Faculty of Business and Economics (HEC), University of Lausanne"
2143,"Professor Laboratory of Physical Chemistry and Colloid Science of Wageningen University, the"
2144,Weil Cornell Medical College
2145,Utrecht University
2146,University of Oxford / Royal Veterinary College
2147,"Assistant Project Scientist, Scripps Institution of Oceanography, UCSD"
2148,"Professor of Economics, Purdue University"
2149,MD Anderson Cancer Center
2150,"Nnamdi Azikiwe University, Nigeria"
2151,Lund University
2152,"Lecturer@Department of Information System-Ahmad Dahlan University,Yogyakarta"
2153,"Pharmacoepidemiology, EMBU/Japan, Eli Lilly"
2154,University of Florence and C.R.A.
2155,Argonne National Laboratory
2156,"professor i ortopedi, Lunds Universitet"
2157,"Doutoranda em Engenharia Elétrica, UNICAMP"
2158,Collins Aerospace
2159,Universidad del Norte
2160,Helmholtz-Zentrum Dresden-Rossendorf
2161,"Instituto Italiano di Technologia, Genova"
2162,universita politecnica delle marche
2163,"University of California, Irvine and Australian Catholic University"
2164,"Professor, Institute of Microbiology, Centre Algatech"
2165,St. Petersburg State University
2166,"Biomedical Engineering, Texas A&M University"
2167,industrial ho chi minh city university
2168,НГУ
2169,Doutora pela Faculdade de Saúde Pública - USP
2170,"Senior Faculty Specialist, University of Maryland"
2171,"Senior Canada Research Chair for Environmental Health, Great Lakes Institute for Environmental Research, University of Windsor"
2172,Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE)
2173,cold spring harbor laboratory
2174,Postdoctoral Fellow at Georgia Institute of Technology
2175,"Senior University Lecturer, University of Borås, Sweden"
2176,Professor of Forest and Natural Resource Economics and Management
2177,Kavli Institute of Theoretical Physics
2178,Microsoft Cloud Infrastrcuture & Operation
2179,"Senior Lecturer, Royal Agricultural University"
2180,"Professora de Língua Espanhola, Universidade de São Paulo"
2181,UC Irvine
2182,Бердянский государственный педагогический университет
2183,"Professor, Community Medicine, Institute of Medical Sciences, Banaras Hindu University, Varanasi"
2184,"Lee Kong Chian School of Medicine, Nanyang Technological University"
2185,"University of Newcastle, Australia"
2186,"Professor of Statistics, University of Manitoba"
2187,"Student of Electronic Engineering and Computer Science, MIT"
2188,Institute for Bioengineering of Catalonia (IBEC) & Pompeu Fabra University
2189,CNRS et MNHN
2190,University of Munich (LMU)
2191,Institute for Multidisciplinary Research
2192,"Associate Professor of Civil Engineering, Southwest Jiaotong University"
2193,UTMB
2194,University of Melbourne
2195,Dong Thap University
2196,University of Amsterdam
2197,Hacettepe Üniversitesi
2198,"Freeman Spogli Institute for International Studies, Stanford University"
2199,University of Toronto
2200,"Professor of Chemistry, Tokyo Metropolitan University"
2201,"Postdoctoral Associate, Imperial College London"
2202,Assistant Professor at New Mexico State University
2203,Savannah River National Laboratory
2204,"Dr Jack Cohen Podiatrist, DPM, scientist and researcher at New York College of Podiatric Medicine"
2205,"LVPEI fellow, Guru Nanak Eye Centre"
2206,Université Laval
2207,"Bloomingdale's, Florida State University, University of Strathclyde"
2208,"Principal Scientist, PTC Therapeutics Inc."
2209,"Associate Professor, Department of Petroleum and Chemical Engineering, Sultan Qaboos University"
2210,"Research Institute of Electrical Communication, Tohoku University"
2211,"Assistant Professor, São Paulo State University (UNESP)"
2212,"PhD Candidate, Technical University of Crete"
2213,monash university
2214,"Climatic Research Unit, School of Environmental Sciences, University of East Anglia"
2215,Novartis Oncology
2216,"Data Archive for the Social Sciences, GESIS - Leibniz-Institute for the Social Sciences"
2217,"Associate Professor of Political Science, Brandon University"
2218,SQUH
2219,PhD candidate
2220,"Professor of Botany, Oklahoma State University"
2221,"PhD student of soft matter, Forschungszentrum Jülich & KU Leuven"
2222,"President and Co-founder, Lectrolyst LLC"
2223,"Associate Professor, Department of Chemical Engineering, POSTECH"
2224,WIFO - Austrian Institute of Econmic Research
2225,"PDRA, UCL"
2226,"Ph. D.in Architecture,University of Malaya; Ph.D.in Architecture, University of Kansas"
2227,"Addenbrooke's Hospital, University of Cambridge"
2228,"Magee Women's Research Institute, University of Pittsburgh"
2229,"PhD in Psychology, Università Cattolica del Sacro Cuore"
2230,Qatar Environment & Energy Research Institute - Hamad Bin Khalifa University
2231,"PhD Student, University of Colorado, INSTAAR"
2232,"Phd student, Politecnico di Milano"
2233,Institut Radioprotection Sûreté Nucléaire
2234,East China University of Science and Technology
2235,Consultant Neurologist at Croydon University Hospital and St George's Hospital
2236,"Professor, CIB, Consejo Superior de Investigaciones Científicas, Madrid, Spain"
2237,Crocus Technology
2238,"Department of Finance, Deakin University"
2239,GNS Science
2240,"Department of Electrical Engineering, University of Isfahan, Isfahan, Iran"
2241,"Professor na UFRN, Brasil"
2242,"Assistant Professor, Carnegie Mellon University"
2243,"Senior Environmental Scientist, McLaughlin Research Corporation"
2244,Sandia National Laboratories
2245,AnteGenes OÜ
2246,"Professor Associado do Departamento de Ciências Fisiológicas , Universidade Estadual de Maringá"
2247,TU München
2248,Southeast Asia University
2249,Mulawarman University
2250,Griffith University
2251,Taipei Medical University
2252,"Profesor Informática, Politecnico Colombiano Jaime Isaza Cadavid"
2253,Australian National University
2254,Benedictine University
2255,University of Wollongong
2256,Professor & Head Radio-diagnosis/Subharti Medical College/Swami Vivekananda Subharti University
2257,Universidad Técnica de Ambato
2258,Full Professor - Department of Informatics - PUC-Rio
2259,Research Ecologist
2260,"Professor of heart valve innovation, St Paul's Hospital, University of British Columbia"
2261,IDMEC - Institujto Superior Técnico
2262,"Patologista, Universidade de São Paulo"
2263,"Professor of Ecology, Universidad Rey Juan Carlos"
2264,"Professor of Life and Environmental Sciences, Osaka Prefecture University"
2265,Ulsan National Institute of Science and Technology
2266,"Professor, Centro Universitário Estácio da Bahia"
2267,"Assistant Professor, Department of Computer science and Engineering"
2268,Le Moyne College
2269,Médico adjunto de Medicina Interna. Hospital Universitario Virgen de las Nieves de Granada
2270,SKIMS
2271,Indian Institute of Technology Delhi
2272,Lecturer in Business Statistics
2273,doutora em Cardiologia INCOR HCFMUSP
2274,Profesora de Ciencias de la Información
2275,The University of Texas at San Anotonio
2276,Western University
2277,"Professor of Geography, Simon Fraser University"
2278,"Professor of Civil and Environmental Engineering, Georgia Institute of Technology"
2279,"QuIC, Universite Libre de Bruxelles"
2280,"Institute for Population and Development Studies, Xi'an Jiaotong University"
2281,"Professor, University of Debrecen"
2282,The Australian National University
2283,"Professor of Civil and Structural Engineering, University of California, Davis"
2284,University of Southern Indiana
2285,Faculdade de Saúde Pública da Universidade de São Paulo
2286,"Associate Professor, Institute of Nanoscience and Nanotechnology, University of Kashan, Kashan, Iran"
2287,"Big Data Institute, Nuffield Department of Medicine, University of Oxford"
2288,"Professor, Behavioural Science Institute, Radboud University, Nijmegen, the Netherlands"
2289,"Ricercatore TD, Università di Sassari"
2290,"Associate Professor, School of Automation, Southeast University"
2291,UFABC
2292,"Professor of Geochemistry, University of Science and Technology of China"
2293,"School of Medical Sciences, Faculty of Medicine, UNSW, Sydney, Australia"
2294,Toxicology and Microscopy Consultant
2295,Universita' Cattolica del Sacro Cuore
2296,"Associate Professor, Department of Pharmacy, School of Health Sciences, University of Patras"
2297,University of Birmingham
2298,Ospedale Sandro Pertini
2299,Janssen Vaccines
2300,www.cadis.bg
2301,Professor of Ecology and Evolutionary Biology & Mathematics
2302,"Kirensky Institute of Physics, Federal Research Center–Krasnoyarsk Scientific Center, Siberian Branch, Russian Academy of Sciences"
2303,Hong Kong Baptist University
2304,"Professor of Prehistory, University of Liège"
2305,Doctor of Science at USTHB University
2306,CSIR-Central Drug Research Institute
2307,"Professor, Middle Level and Bilingual Education, Illinois State University"
2308,Dana-Farber Cancer Institute/Broad Institute
2309,"Physics and Astronomy Department, University of Catania and CNR-IMM"
2310,Ca' Foscari University of Venice
2311,"Professora de Linguística, Universidade Federal de Santa Maria; UniRitter"
2312,"Scientist 'G'; Scientist In-charge, G.B. Pant National Institute of Himalayan Environment and"
2313,"Profesor de Física, Universidad Nacional Mayor de San Marcos"
2314,"School of Food and Agriculture, University of Maine"
2315,White Oak Pastures
2316,St. James's Hospital * Trinity College Dublin
2317,"Group Leader and Head of Proteomics, Brazilian Biosciences National Laboratory, LNBio, CNPEM"
2318,Professor of sociology  Northeastern University
2319,"Professor of Computer Science, Oklahoma State University"
2320,St. Jude Children's Research Hospital
2321,"Senior professor, Universidad Andina Simón Bolívar"
2322,MODIBBO ADAMA UNIVERSITY OF TECHNOLOGY YOLA
2323,"Department of Electrical and Computer Engineering, Seoul National University"
2324,KAUST - King Abdullah University of Science and Technology
2325,"Associate Professor of Services Marketing, School of Hotel Administration, Cornell University"
2326,"School of Forestry and Resource Conservation, National Taiwan University"
2327,Unisul (Universidade do Sul de Santa Catarina)
2328,Professeur Hygiene & Nutritition Humaine
2329,"Institute of Optics, University of Rochester"
2330,Indiana University of Pennsylvania
2331,"PhD Student, Cornell University"
2332,Co-Founder of Excelence Clinique for Endometriosis Treatment in México
2333,Associate Research Scientist at Columbia University Medical Center
2334,Professore Ordinario  Università di Perugia
2335,IIT ROORKEE
2336,Research Scientist in Tata Institute for Genetics and Society (TIGS)
2337,"SRF, Indian Institute of Chemical Biology"
2338,"Haig P. Papazian Distinguished Service Professor, Department of Chemistry, The University of Chicago"
2339,"Postdoctoral fellow, Rockefeller University"
2340,Psicologo clinico y forense Las Rozas Madrid
2341,"PHD student of EEE, The University of HongKong"
2342,Los Alamos National Laboratory
2343,Professor of Rural Policy
2344,"Stony Brook, University of North Carolina, University of Kentucky"
2345,Professor emeritus
2346,"Professor, Department of Biochemistry, Punjab Agricultural University, Ludhiana, India"
2347,"Managing Director, Aarhus Geophysics"
2348,Institut für Organische und Makromolekulare Chemie - FSU Jena | Institut für Physiologie II - UKJ
2349,California State University - Dominguez Hills
2350,Air Force Institute of Technology
2351,"Aluno de doutorado em Estatística, UFMG"
2352,"Associate Professor of Biochemistry, Albaha University"
2353,Nara Institute of Science and Technology
2354,Researcher @ LINKS Foundation (previously ISMB)
2355,Conexant System
2356,Texas Tech University
2357,university of liverpool
2358,"Adjunct Associate Professor, Harvard T.H. Chan School of Public Health"
2359,"SNF Professor, EFPL"
2360,"Professor of Physics, UC Berkeley"
2361,"Lecturer in Entrepreneurship and Innovation, University of Edinburgh Business School"
2362,"Principal Lecturer, University of Washington"
2363,"Professor of Biochemistry and Molecular Biology, University of Georgia"
2364,Technical University of Cluj-Napoca
2365,INBIOMED School of Medicine University of Buenos Aires
2366,C4 Therapeutics
2367,"Investigador Titular, Centro de Investigación en Alimentación y Desarrollo, A.C. Unidad Delicias"
2368,"UC San Diego, UCSD"
2369,"Professora da Faculdade de Medicina de Ribeirão Preto, Universidade de São Paulo, Dermatologia"
2370,Professora do Centro Desportivo da UFOP
2371,Huawei
2372,"PROFESSOR OF NEUROSCIENCE, NEUROLOGY AND OPHTHALMOLOGY"
2373,Duke-NUS Medical School
2374,Uber
2375,Professor of Biomedical Engineering
2376,"Professor, Sokoine University of Agriculture"
2377,University of Malaya
2378,Profesora de Pedagogía y psicología.Universidad de Oriente
2379,"professor de genética e  biologia molecular, Universidade Federal do Rio grande do Norte"
2380,"professor, department of psychology, University of Quebec in Montreal"
2381,"Assistant Professor, Icahn School of Medicine at Mount Sinai"
2382,"Ph.D. Student @ UT Austin, Researcher @ ETRI"
2383,"Milton Friedman Professor of Economics, University of Chicago"
2384,"Ph.D. candidate, Department of Chemistry, University of Oslo"
2385,"Professor of Psychology, Georgetown University"
2386,London School of Hygiene & Tropical Medicine
2387,"Professor of Biological Science, University of Tulsa"
2388,"PhD, Associate Professor"
2389,Uniersidad Complutense de Madrid
2390,Macquarie University
2391,"Professor of Applied Geophysics, Physics Department, Covenant University, Ota"
2392,Moscow state university
2393,"Faculty of Agriculture, University of Peradeniya, Sri Lanka"
2394,"Columbia University, Electrical Engineering Department"
2395,"Instituto de Ciencia de Materiales de Madrid, ICMM, CSIC"
2396,Postdoc at Comprehensive Pneumology Center
2397,"Institute of Molecular Enzyme Technology, Heinrich Heine University Düsseldorf, Germany"
2398,"Assistant Prof., Worcester Polytechnic Institute"
2399,PhD Scholar Yeungnam University
2400,"Professor of Physics and Astronomy, Colgate University"
2401,"Tenured Lecturer in Evolutionary Biology, University of Tübingen, Germany"
2402,CEO and Co-founder of X Gen US CO.
2403,"Wright State University, MacroCognition"
2404,PhD Researcher
2405,"NORCE Norwegian Research Center, Tromsø"
2406,Museo Nacional de Historia Natural - Colección Boliviana de Fauna
2407,"Assistant Professor, University of Washington, Seattle (WA), USA"
2408,University of Strathclyde
2409,"Doctoral Student, School of Computer Science, University of Birmingham"
2410,U.S. National Park Service
2411,"Research Physical Scientist, NASA Goddard Space Flight Center"
2412,Liverpool John Moores University
2413,Estudiante maestría en educación
2414,"Coğrafya Profesörü, Ankara Üniversitesi"
2415,Old Dominion University
2416,"Mechanical Engineering Department, Shanghai Jiao Tong University"
2417,University of Arkansas for Medical Sciences
2418,Profesor de Estadística(UGR)
2419,"PhD, São Paulo State University UNESP"
2420,"Director, Public Engagement in Science, Cornell Lab of Ornithology"
2421,Archivio Boncompagni Ludovisi
2422,Marriott International
2423,INAF
2424,"Laboratory Medicine, Seoul National University Hospital"
2425,PhD student in computational biology
2426,"Distinguished Professor of Mathematical Psychology and Cognitive Science, University of Michigan"
2427,"Lecturer in Faculty of Management, Bournemouth University, UK"
2428,"PhD Student, CEA LIST and Ecole des Ponts"
2429,"Professor of Neuroscience, Princeton University"
2430,ULPGC
2431,Nephila Capital Ltd & University of Toronto
2432,Белорусский государственный университет информатики и радиоэлектроники
2433,"Department of Entomology, Faculty of Agriculture and Environmental Sciences, MNS University of"
2434,University of Michigan Institute for Social Research
2435,Member of Scientific Staff
2436,Northwestern University Feinberg School of Medicine
2437,"Postdoc in Plant Pathology, UC Davis"
2438,충남대학교 원예학과 교수
2439,"SRF, IACS"
2440,CSIR National Aerospace Laboratories
2441,"Civil Engineering Faculty, Sam Ratulangi University"
2442,"chargé de recherche, INRA Versailles"
2443,Professor of Community Medicine
2444,"Department of Pre-clinic and Applied Animal Sciences, Faculty of Veterinary Science, Mahidol University"
2445,"Assistant Professor, IISER Berhampur"
2446,University of Western Ontario
2447,"Docent i fysikalisk kemi, Stockholms universitet"
2448,Museum National d'Histoire Naturelle
2449,Virginia Tech
2450,Amazon Alexa Brain
2451,"Associate Professor, Department of Biotechnology, Kumaraguru College of Technology, Coimbatore"
2452,"Peter O'Donnell Jr. Chair in Computational and Applied Mathematics, University of Texas at Austin"
2453,"Research engineer, Associate Professor"
2454,"Jaypee Institute of Information Technology, Noida"
2455,"Ph.D Student Of CISIR Department,University Technology Petronas"
2456,"Department of Education, Brain and Motivation Research Institute (bMRI) , Korea University"
2457,"lecturer, University of West Attica"
2458,"Assistant Professor, IU O'Neill School of Public and Environmental Affairs"
2459,"Professor for Pharmaceutics and Biopharmacy, Wurzburg University, Germany"
2460,"Professor of Clinical Genetics, Guy's & St Thomas' NHS Foundatin Trust"
2461,"Department of Mathematics, University of Southern California"
2462,"Postdoc, Rotman Institute of Philosophy"
2463,Universidad de la Costa
2464,"профессор физики, РУДН"
2465,"Assoc. Prof., Ilia State University, Tbilisi, Georgia"
2466,"Profesora, Investigadora, Universidad de Tarapacá"
2467,Professora do curso de Pós graduação em Patologia
2468,"School of Accounting and Finance, Hong Kong Polytechnic University"
2469,St. Jude Children's Reaearch Hospital
2470,USGS Geomagnetism Program
2471,"Senior Lecturer and Scientific Researcher, Department of Chemistry University of Dr Moulay Taher"
2472,Researcher at Teagasc - Irish Agriculture and Food Development Authority
2473,"Department of Psychology, University of Isfahan"
2474,"Professor at the University of Basel, Switzerland"
2475,"Babeș-Bolyai University, Cluj-Napoca, Romania"
2476,"Associate Professor of Accounting, Stevens Institute of Technology"
2477,"Professor, University of Tsukuba"
2478,ADAS
2479,"Emeritus Professor of Biology, Boston University"
2480,Associate Professor in Economics (University of Barcelona)
2481,Novartis
2482,"Professor of Economics, Hiroshima University"
2483,Warwick Business School
2484,"IHP, Innovations for High Performance Microelelectronics"
2485,EPFL
2486,Public Health England
2487,"Retired professor of Computer Science, William Paterson University"
2488,"Assistant Scientist, Woods Hole Oceanographic Institution"
2489,"Universidade do Rio Grande (FURG), Brazil"
2490,"Kiwi team, Loria, France"
2491,Foot and mouth Disease (Sap) Institute
2492,Rzhanov Institute of Semiconductor Physics SB RAS
2493,"Postdoctoral fellow, School of Environmental Sciences, University of Guelph"
2494,New York University
2495,"Director of Research, Krishna Institute of Medical Sciences Deemed University"
2496,"Investigador Titular, Departamento de Botánica, Instituto de Biología, Universidad Nacional Autónoma de México"
2497,"Professor of Psychology and Education, The University of Hong Kong"
2498,"Senior Scientist II, Oncomed Pharmaceuticals Inc."
2499,"VP of Research, Roche Diagnostics"
2500,"System Controls Engineer, Verb Surgical"
2501,"Ph.D. Student, University of Nevada, Reno"
2502,"Professor of Computing Science, Simon Fraser University"
2503,Professor de Filosofia da Educação
2504,Universitat Politècnica de València
2505,Reed College Department of Psychology
2506,"Graduate faculty, University of Georgia"
2507,"Professor, Shanghai Key Lab of Vehicle Aerodynamics, Tongji"
2508,Universität Göttingen
2509,Universidad  Nacional Autonoma de México
2510,"Associate Professor, Zayed University (UAE) | Georg-August-Universität  Göttingen, Germany"
2511,"RESEARCH ASSISTANT PROFESSOR, UNRSOM"
2512,University of Glasgow
2513,"Professor of Physics,  Federal University of Rio de Janeiro (UFRJ)"
2514,University of Illinois at Urbana Champaign
2515,"Professor of Food Engineering, Yüzüncü Yil University"
2516,paris
2517,University of Oslo
2518,University of Connecticut
2519,"Howard University, Washington DC"
2520,"Phd Candidate, IMB Centre for Pain Research, The University of Queensland"
2521,Procter & Gamble
2522,Japan Aerospace Exploration Agency
2523,"Professor of Pharmaceutics, School of Pharmacy, Zanjan University of Medical Sciences, Iran"
2524,"Professor of Management and Organization, The Robert H. Smith School of Business, University of"
2525,Universidad de Buenos Aires
2526,"Research scholar, Department of Physics, Pondicherry University"
2527,INIBIOMA (CONICET - UNCOMA)
2528,"Professore,Universita' di Camerino"
2529,"Research Associate, Nacionalni inštitut za biologijo"
2530,"Postdoctoral Researcher, University of California San Diego"
2531,"Research Assistant , UC Merced"
2532,Universidad Nacional de La Plata
2533,"Ferhat Abbas University Setif 1, Setif, Algeria"
2534,"Hanken School of Economics, Helsinki, Finland"
2535,"Professor of Materials and Technologies, Politecnico di Milano"
2536,"Professor of Real Estate Finance, Massachusetts Institute of Technology"
2537,Université du Québec à Rimouski
2538,"Universidad Isabel I, Burgos, España"
2539,"Northeastern University, Barabasi Lab"
2540,Moores Cancer center - UCSD
2541,Matthew Flinders Distinguished Professor
2542,Bangladesh Atomic Energy Commission
2543,estudiante de contabilidad de la universidad san antoni abad del cusco
2544,"Profesor de Fisiología Vegetal. INFIVE, Facultad de Ciencias Naturales y Museo, Universidad Nacional de La Plata"
2545,PI Industries
2546,Univerzita Palackého v Olomouci
2547,"University of California, Los Angeles (UCLA)"
2548,University of California Los Angeles
2549,"Professor, Embedded Systems"
2550,"School of Medicine and Pharmacology, The University of Western Australia, Perth, Australia"
2551,University of Rochester
2552,"Clinical Institute of Medical Genetics, University Medical Centre Ljubljana"
2553,"Honorary professor, Universities of Geneva and Liege"
2554,isfahan university of medical sciences
2555,"Professor of Mycology, Universidade Federal de Santa Maria"
2556,Fujita Health University
2557,"Professor of Strategic Communication, Arkansas State University"
2558,vision++
2559,US Naval Academy
2560,"Klinika Kardiologii i Chorób Wewnętrznych, Wojskowy Instytut Medyczny"
2561,Universidade Federal de Uberlândia (UFU)
2562,"Professor of Environmental Studies, Nagoya University"
2563,"Artificial Intelligence and Machine Learning group, Universitat Pompeu Fabra"
2564,Inria
2565,Research Fellow MSKCC; Research Assistant Professor SBU (non-tenure track).
2566,mcmaster university
2567,"Head, Centre for Dynamic Imaging, Walter and Eliza Hall Institute"
2568,"Professor, Stanford University, Thomas Jefferson University, Johns Hopkins, Fox Chase Cancer Center"
2569,"Lecturer of Tropical Medincine and Hepato-Gastroenetrology, Faculty Of Medicine, Zagazig University"
2570,"Assistant Professor, Colorado State University"
2571,"Escuela de Bioquímica, Universidad San Sebastián, Santiago, Chile"
2572,University of Huddersfield
2573,The Mina and Everard Goodman Faculty of Life Sciences Bar-Ilan University
2574,"Postdoctoral Researcher, University of Zurich"
2575,"PhD Student, University of Padova, Italy"
2576,"Department of Chemical Engineering, Ming Chi University of Technology (明志科技大學化學工程系)"
2577,"Depto. Ecologia Evolutiva. Museo Nacional de Ciencias Naturales, CSIC"
2578,"Centre for Novel Agricultural Products, Department of Biology, University of York"
2579,universidad juarez autonoma de tabasco
2580,"PostDoc at Space Research Institute, Austrian Academy of Sciences"
2581,"Professor, Physics Institute, National Autonomous University of Mexico"
2582,"Research Associate, Michigan State University"
2583,"Associate Professor, Mechanical Engineering, Federal University of Santa Catarina, Brazil"
2584,DOCTOR
2585,Research Institute for Nuclear Problems of Belarusian State University
2586,ETH Zurich
2587,Scientist at Tata Consultancy Services
2588,Coventry University
2589,"Professor, University of Hawaii Cancer Center"
2590,University of Canterbury
2591,University of Warmia and Mazury in Olsztyn
2592,Central China Normal University
2593,PhD  - PROTEE - Equipe de Biologie Moléculaire Marine - Université de Toulon
2594,lecturer university of liverpool
2595,"Assistant Professor, The University of Oklahoma"
2596,"Professor, Communication Sciences and Disorders, University of Georgia"
2597,"Professor of accounting, grand valley state university"
2598,"Assistant Professor, Govt. General Degree College, Salboni"
2599,ricercatore Università degli Studi di Milano
2600,Director of Contract Services at In Vitro ADMET Laboratories LLC
2601,"Postdoctoral Fellow, Johns Hopkins University"
2602,Université de Lille et Université de Rouen
2603,"Professor in Law and Legal Studies, Carleton University"
2604,University of Shizuoka
2605,"Materials Research Institute, UNAM."
2606,Columbia University Medical Center
2607,"Professor, Memorial University of Newfoundland"
2608,"Scientist, NASA Ames Research Center"
2609,"National Yunlin University of Science and Technology, Yunlin"
2610,"Professor of Antimicrobial Resistance and Antibiosis, Faculty of Health and Animal Sciences, University of Copenhagen"
2611,"Icahn School of Medicine at Mount Sinai, New York"
2612,"Lecturer at the Department of Chemistry, University of Ilorin, Nigeria"
2613,"Professor Engineering Geodesy, TU Wien"
2614,"PostDoc, Dipartimento di Economia, Università di Genova"
2615,Sherwin-Williams
2616,Bogazici University
2617,The Hong Kong Polytechnic University
2618,Staff Scientist @ Hensoldt Optronics GmbH
2619,Shenzhen University
2620,"Research Scientist, Cogent Labs Inc."
2621,IIT Delhi
2622,San Francisco Bay Bird Observatory
2623,"Assistant Professor of Applied Mycology, Weber State University"
2624,Research Scientist at SUNY College of Nanoscale Science and Engineering
2625,Ph.D. Soongsil University
2626,Assistant professor of microbiology
2627,"Computer Science, University of Texas at Austin"
2628,Univesité de Lorraine
2629,Assistant Professor at Middle Tennessee State University
2630,"Professora do Curso de Geografia, Universidade Federal dos Vales do Jequitinhonha e Mucuri"
2631,"Graduate Student, Weill Cornell Graduate School of Medical Sciences"
2632,"Principal HW Engineer, Microsoft"
2633,IRCCS Saverio de Bellis
2634,Research Scientist- Kerry Ingredients and Flavours
2635,University of macau
2636,"Instituto Nacional de Astrofísica, Óptica y Electrónica"
2637,"Professor @ NTU, Singapore"
2638,Universidad de Sevilla / Departamento de Periodismo II
2639,"Assistant Professor, Department of Anthropology, University of California, Santa Barbara"
2640,The Systems Biology Institute
2641,"Professor, INGENIO (CSIC-Universitat Politecnica de Valencia)"
2642,Czech Academy of Sciences
2643,"Research Fellow, Melbourne University"
2644,Associate Professor     -      Electrical and Electronic Engineering
2645,Sloan Kettering Institute
2646,indian statistical institute new delhi
2647,AGH University of Science and Technology
2648,PhD student in Tianjin University
2649,"Alumna de Sociología, Universidad Nacional Autónoma de México"
2650,"Associate Professor of Foreign Languages and Literature, National Sun Yat-Sen University"
2651,UFV
2652,CEA-LETI-DTBS
2653,Politechnika Śląska
2654,"Profesor-Investigador, Universidad Autónoma de Tamaulipas"
2655,Instituto de Matemática e Estatística da Universidade de São Paulo
2656,"School of Marketing, University of New South Wales"
2657,"Student, Radboud Universtiteit Nijmegen"
2658,Massey University
2659,Massachusetts General Hospital - Harvard Medical School
2660,Nagoya Institute of Technology
2661,Clarendon Policy & Strategy Group
2662,"Dept. Architecture, University of Roma Tre"
2663,Sharif University of Technology
2664,"Researcher in Mineralogy, University of Camerino"
2665,"Teaching Assistant, Curtin University"
2666,"Qatar University,Qatar"
2667,NC State University
2668,Professor. Clinical Child Psychology Program. University of Kansas
2669,"Assistant Professor of Structural Engineering, University of Guilan"
2670,Estudiante de Diseño Grafico
2671,Southern California Permanente Medical Group
2672,CNR-IMM
2673,Student
2674,"Assistant Professor in Behavioural Science, London School of Economics and Political Science"
2675,"Alfred Wegener Institute, Helmholtz Center for Polar and Marine Research (AWI)"
2676,"Graduate Student, Colorado State University"
2677,Neurosurgery
2678,"Professor of Animal Breeding, University of Guelph,ABScBG"
2679,UCIBIO FCT NOVA
2680,"Ph.D. Candidate, University of North Carolina at Chapel Hill"
2681,"Senior Researcher, National Research Centre for the Working Environment"
2682,"China University of Mining and Technology, Beijing"
2683,"Professor of Computer Science, Queen's University"
2684,"Department of Pure and Applied Sciences, University of Urbino Carlo Bo"
2685,Associate Professor of Business Information Technology
2686,Hospital Nacional de Niños 'Dr. Carlos Saenz Herrera'
2687,"Beamline Scientist, SOLEIL Synchrotron"
2688,Full professor in Telematics Eng. - Univ. Granada (Spain)
2689,"καθηγητής Σχολής Επιστημών Υγείας, ΑΠΘ"
2690,Pacific Northwest National Laboratory
2691,"CIMeC, University of Trento"
2692,Virginia Commonwealth University
2693,"Founder, Manager and Professor of Halgheh University"
2694,Harvard Medical School and Wellman Center for Photomedicine
2695,"Politecnico di Torino, Italy"
2696,Cardiff University
2697,Rivian Automotive
2698,Faculdade de Ciências Agrárias e Veterinárias/UNESP - Jaboticabal
2699,Professor of Infectious Diseases
2700,princeton university
2701,"AUSGAR Technologies, Inc."
2702,PhD University of Arid Agriculture Rawalpindi Pakistan
2703,"Reader in Film and Television Studies, University of Birmingham"
2704,Lancaster University
2705,Hospital das Clínicas da Faculdade de Medicina da USP (HC-FMUSP)
2706,"Department of Geography, The Ohio State University"
2707,"Professor de Fisiologia Humana, Universidade de São Paulo"
2708,"SSPT-MET-CLIM,ENEA, Rome,Italy"
2709,Korea university
2710,"Professor of Geographic Information Science, Keio University"
2711,Oregon Health and Science University
2712,Kenyatta University
2713,"Associate Professor, Information Studies, University of Maryland College Park"
2714,Georgia State University
2715,"Catedrático de Botánica, Universidad de Almería"
2716,University of Derby
2717,"Professor Abdulazeez University; Jedeha, Saudi Arabia;Thomson Highly Cited Researcher"
